Год;Время года;Климат;Город;Страна;Способ охлаждения;Режим при смешанном типе охлаждения;Способ обогрева;Возраст;Пол;Ощущение температуры;Ощущение температуры (bool);Предпочтительное изменение температуры;Ощущение движения воздуха (bool);Предпочтительное изменение движения воздуха;Оценка комфорта;Утепление;Температура воздуха в помещении;Температура воздуха на улице;RH;Скорость воздуха;Рост;Вес;Занавески;Вентилятор;Окно;Двери;Отопление;Среднемесячная температура на улице;Количество рекламаций
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;1.1;1.0;Холоднее;1.0;Больше;;0.41;25.2;;67.4;0.05;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.58;23.5;;57.6;0.1;;;;;;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;1.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.2;;53.1;0.1;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.43;23.5;;62.3;0.07;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;-1.0;1.0;Теплее;1.0;Без изменений;;0.66;25.0;;74.1;0.05;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;1.0;1.0;Без изменений;1.0;Без изменений;;0.46;22.3;;68.6;0.12;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;-1.0;1.0;Тепле;0.0;Меньше;;0.59;23.6;;54.3;0.1;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;1.0;0.0;Холоднее;1.0;Без изменений;;0.4;24.4;;71.8;0.05;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;1.0;1.0;Без изменений;1.0;Больше;;0.5;23.7;;62.4;0.14;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;1.1;1.0;Холоднее;1.0;Без изменений;;0.55;22.4;;58.2;0.05;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;25.0;Женский;1.0;1.0;Без изменений;1.0;Без изменений;;0.64;25.4;;56.3;0.05;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;1.0;1.0;Без изменений;0.0;Больше;;0.46;25.2;;69.7;0.06;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.41;24.8;;71.1;0.07;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;1.0;0.0;Холоднее;1.0;Без изменений;;0.41;24.7;;56.3;0.08;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;65.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.9;;61.4;0.08;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;1.0;1.0;Холоднее;0.0;Больше;;0.46;24.3;;62.4;0.1;;;;;0.0;1.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;1.0;1.0;Холоднее;1.0;Без изменений;;0.46;25.4;;59.2;0.08;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.36;23.6;;64.1;0.11;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;1.0;0.0;Холоднее;0.0;Больше;;0.5;25.4;;64.0;0.11;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;1.0;1.0;Холоднее;0.0;Больше;;0.41;21.9;;60.6;0.08;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.4;;59.3;0.11;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;1.0;0.0;Холоднее;1.0;Больше;;0.52;25.0;;64.0;0.06;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;25.2;;72.7;0.08;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;2.0;0.0;Холоднее;0.0;Больше;;0.37;25.0;;50.9;0.09;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Женский;1.0;1.0;Холоднее;1.0;Без изменений;;0.37;24.2;;54.6;0.11;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;1.0;0.0;Холоднее;0.0;Больше;;0.4;24.4;;58.2;0.13;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;1.0;0.0;Холоднее;0.0;Больше;;0.41;24.9;;60.2;0.06;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;-0.1;1.0;Без изменений;1.0;Без изменений;;0.46;24.5;;71.7;0.11;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.6;;55.5;0.11;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;0.8;1.0;Холоднее;0.0;Больше;;0.39;23.6;;54.3;0.11;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;65.0;Женский;-1.0;1.0;Теплее;0.0;Меньше;;0.51;25.1;;60.3;0.11;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;2.0;0.0;Холоднее;1.0;Без изменений;;0.41;25.4;;50.4;0.07;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Женский;2.0;0.0;Холоднее;0.0;Больше;;0.39;25.0;;65.4;0.04;;;;;0.0;1.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;25.0;;73.1;0.07;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;23.6;;58.1;0.06;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;65.0;Женский;1.1;0.0;Холоднее;0.0;Больше;;0.42;24.1;;55.6;0.13;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;1.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.1;;66.8;0.11;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;1.0;1.0;Без изменений;1.0;Без изменений;;0.41;24.8;;69.8;0.08;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.43;23.9;;53.7;0.08;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.5;24.5;;54.3;0.06;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;0.0;Больше;;0.46;24.1;;55.6;0.12;;;;;;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;55.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.41;22.5;;49.4;0.08;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;3.0;0.0;Холоднее;0.0;Больше;;0.52;22.9;;59.0;0.14;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;1.0;0.0;Холоднее;0.0;Больше;;0.42;24.4;;59.6;0.06;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.56;21.1;;53.6;0.06;;;;;1.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;1.0;1.0;Без изменений;1.0;Без изменений;;0.46;25.1;;54.8;0.11;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;25.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.56;24.0;;75.7;0.07;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;25.7;;60.4;0.12;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;25.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.43;24.4;;59.6;0.07;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.43;24.8;;73.5;0.06;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.42;24.0;;70.7;0.08;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;23.1;;61.9;0.12;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.39;23.8;;54.2;0.13;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;22.3;;52.5;0.14;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;1.0;0.0;Холоднее;0.0;Больше;;0.46;25.4;;56.2;0.11;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;1.2;1.0;Без изменений;1.0;Без изменений;;0.46;25.4;;70.2;0.12;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Женский;1.0;0.0;Холоднее;0.0;Больше;;0.55;24.7;;48.9;0.06;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;0.0;1.0;Без изменений;1.0;Меньше;;0.59;22.6;;66.3;0.21;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;0.0;Больше;;0.46;23.8;;53.8;0.03;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;2.0;0.0;Холоднее;0.0;Больше;;0.39;22.7;;67.2;0.18;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;55.0;Женский;1.6;0.0;Холоднее;1.0;Больше;;0.37;24.0;;60.5;0.11;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;23.7;;54.4;0.16;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;65.0;Женский;-2.0;0.0;Теплее;0.0;Меньше;;0.71;25.2;;54.4;0.09;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;25.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.52;25.1;;51.7;0.09;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.41;22.1;;49.9;0.08;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;1.0;1.0;Без изменений;1.0;Без изменений;;0.41;24.3;;59.5;0.08;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;1.0;1.0;Холоднее;1.0;Без изменений;;0.46;24.3;;60.0;0.11;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;23.6;;49.5;0.16;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.42;24.6;;67.7;0.1;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;3.0;0.0;Холоднее;0.0;Больше;;0.39;24.1;;76.0;0.22;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;25.2;;61.8;0.05;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Женский;-1.0;0.0;Теплее;1.0;Без изменений;;0.38;23.5;;59.3;0.1;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;25.5;;56.0;0.07;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.44;23.1;;61.9;0.08;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;3.0;0.0;Холоднее;0.0;Больше;;0.39;23.9;;63.6;0.21;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;1.0;0.0;Холоднее;1.0;Без изменений;;0.5;25.1;;56.5;0.06;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.37;23.0;;65.5;0.11;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;3.0;1.0;Холоднее;1.0;Без изменений;;0.43;24.5;;59.9;0.07;;;;;0.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;1.0;1.0;Холоднее;0.0;Больше;;0.46;24.0;;57.3;0.07;;;;;;1.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;25.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.56;24.8;;73.6;0.08;;;;;1.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.43;24.6;;59.2;0.08;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.86;25.0;;39.2;0.18;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.52;22.4;;68.5;0.12;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.1;;66.9;0.09;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;23.1;;62.7;0.08;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;-0.4;1.0;Теплее;1.0;Без изменений;;0.67;24.1;;73.1;0.07;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;65.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.5;25.2;;28.3;0.15;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.4;;60.2;0.07;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;3.0;0.0;Холоднее;0.0;Больше;;0.39;24.4;;69.0;0.26;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;65.0;Женский;0.0;1.0;Без изменений;0.0;Меньше;;0.78;25.2;;32.1;0.13;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;2.0;0.0;Холоднее;0.0;Больше;;0.37;24.1;;74.2;0.16;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;2.0;0.0;Холоднее;0.0;Больше;;0.39;24.3;;59.9;0.23;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.43;21.9;;58.7;0.09;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;25.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;22.7;;67.5;0.11;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;23.3;;64.1;0.11;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.6;;72.2;0.12;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.49;22.9;;63.9;0.06;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;1.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.7;;72.9;0.11;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;1.0;1.0;Без изменений;1.0;Без изменений;;0.55;24.5;;64.5;0.05;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.38;24.6;;54.6;0.07;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;2.0;0.0;Холоднее;0.0;Больше;;0.43;23.9;;53.9;0.1;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.36;24.5;;57.4;0.12;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Женский;1.0;1.0;Холоднее;0.0;Больше;;0.52;24.1;;53.5;0.08;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;65.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.3;;58.6;0.08;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;1.0;0.0;Холоднее;0.0;Больше;;0.46;24.9;;57.5;0.12;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.44;21.1;;53.6;0.04;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;1.0;0.0;Холоднее;1.0;Больше;;0.52;25.3;;72.9;0.08;;;;;0.0;0.0;;22.0;3
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;65.0;Женский;0.5;1.0;Без изменений;1.0;Без изменений;;0.47;24.6;;38.4;0.11;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.43;22.1;;62.2;0.13;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.44;23.7;;53.1;0.11;;;;;1.0;1.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.43;25.3;;73.0;0.1;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;1.2;1.0;Без изменений;1.0;Без изменений;;0.59;23.3;;40.2;0.13;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.4;;53.1;0.12;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;1.0;1.0;Холоднее;0.0;Больше;;0.69;23.6;;61.8;0.08;;;;;0.0;0.0;;22.0;3
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.39;24.2;;62.6;0.05;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.41;24.7;;56.3;0.07;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.55;23.7;;62.4;0.07;;;;;;;;22.0;0
