Год;Время года;Климат;Город;Страна;Способ охлаждения;Режим при смешанном типе охлаждения;Способ обогрева;Возраст;Пол;Ощущение температуры;Ощущение температуры (bool);Предпочтительное изменение температуры;Ощущение движения воздуха (bool);Предпочтительное изменение движения воздуха;Оценка комфорта;Утепление;Температура воздуха в помещении;Температура воздуха на улице;RH;Скорость воздуха;Рост;Вес;Занавески;Вентилятор;Окно;Двери;Отопление;Среднемесячная температура на улице;Количество рекламаций
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;-0.4;1.0;Теплее;0.0;Меньше;;0.53;24.4;;59.0;0.1;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;1.1;0.0;Холоднее;0.0;Больше;;0.43;25.1;;71.7;0.11;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;23.4;;60.3;0.05;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.55;24.7;;71.0;0.06;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.5;;73.2;0.05;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Женский;0.0;0.0;Холоднее;0.0;Больше;;0.39;24.4;;70.2;0.1;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.38;23.5;;56.5;0.1;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.41;24.2;;73.5;0.08;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Женский;1.1;1.0;Холоднее;1.0;Без изменений;;0.42;24.6;;54.7;0.09;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;0.2;1.0;Без изменений;1.0;Без изменений;;0.55;22.2;;51.1;0.09;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;3.0;0.0;Холоднее;0.0;Больше;;0.46;25.2;;60.4;0.13;;;;;1.0;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.39;21.9;;59.2;0.11;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;25.0;Женский;-1.0;1.0;Без изменений;1.0;Без изменений;;0.39;21.3;;58.3;0.08;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;3.0;0.0;Холоднее;0.0;Больше;;0.39;24.8;;51.7;0.16;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Женский;1.0;1.0;Холоднее;1.0;Без изменений;;0.41;24.4;;59.3;0.06;;;;;1.0;1.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;1.0;Без изменений;;0.55;25.2;;59.7;0.09;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;35.0;Мужской;1.0;1.0;Без изменений;1.0;Без изменений;;0.46;24.8;;73.9;0.08;;;;;;;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;-1.0;1.0;Теплее;1.0;Без изменений;;0.4;23.1;;61.9;0.09;;;;;0.0;0.0;;22.0;0
2010.0;Лето;Cубтропический океанический;Сидней;Австралия;Смешанный;Вентиляция;Механическое отопление;25.0;Женский;0.0;1.0;Без изменений;1.0;Без изменений;;0.4;21.9;;59.2;0.05;;;;;;;;22.0;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Вентиляция;;;45.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.67;21.8;;80.5;0.0;167.6;65.0;;;0.0;;;18.5;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Женский;1.0;0.0;Холоднее;;Больше;;0.63;31.7;;40.0;0.01;;52.0;;;0.0;1.0;;21.6;0
2012.0;Зима;Тропическая влажная саванна;Бангалор;Индия;Вентиляция;;;35.0;Женский;0.0;1.0;Без изменений;;Без изменений;6.0;0.71;26.6;;44.0;0.02;162.6;53.0;;0.0;1.0;;;29.9;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;35.0;Мужской;1.0;0.0;Без изменений;;Больше;3.0;0.7;27.5;;44.6;0.1;167.6;75.0;;;0.0;;1.0;29.5;1
2012.0;Весна;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;-1.0;1.0;Теплее;;Меньше;;0.62;25.8;;56.0;0.29;;83.0;;;0.0;0.0;;30.4;0
2012.0;Зима;Субтропическое высокогорье;Шимла;Индия;Вентиляция;;;55.0;Женский;1.0;0.0;Холоднее;;Без изменений;6.0;2.06;16.2;;23.8;0.03;160.0;70.0;;;;;;8.5;0
2012.0;Весна;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Мужской;0.0;1.0;Холоднее;;Без изменений;;0.68;27.9;;35.0;0.22;;70.0;;;0.0;0.0;;31.5;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Кондиционирование;;;35.0;Женский;0.0;1.0;Без изменений;;Без изменений;6.0;0.63;25.8;;65.5;0.31;152.4;57.0;;1.0;0.0;;1.0;30.8;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Смешанный;Вентиляция;Механическое отопление;45.0;Женский;0.0;1.0;Без изменений;;Без изменений;6.0;0.57;24.9;;45.9;0.0;172.7;70.0;;;0.0;;;18.5;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;-1.0;1.0;Холоднее;;Больше;3.0;0.61;26.0;;44.2;0.02;162.6;57.0;;;0.0;;;18.5;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;-1.0;1.0;Холоднее;;Больше;;0.72;29.3;;46.0;0.03;;56.0;;;1.0;1.0;;21.6;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.74;24.0;;49.5;0.09;172.7;68.0;;;;;1.0;30.9;0
2012.0;Весна;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;2.0;1.0;Холоднее;;Без изменений;;0.97;26.6;;51.0;0.11;;44.0;;;0.0;0.0;;30.4;0
2012.0;Весна;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;3.0;1.0;Холоднее;;Больше;;0.68;28.7;;47.0;0.21;;50.0;;;1.0;1.0;;31.5;0
2012.0;Зима;Субтропическое высокогорье;Шимла;Индия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;-1.0;1.0;Без изменений;;Больше;4.0;1.74;22.1;;35.1;0.02;162.6;70.0;;;0.0;;;8.5;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Вентиляция;;;55.0;Мужской;0.0;1.0;Без изменений;;Больше;2.0;0.7;26.1;;66.5;0.32;188.0;86.0;;1.0;1.0;;;30.8;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;0.0;1.0;Теплее;;Больше;5.0;0.65;28.2;;60.3;0.2;152.4;60.0;;1.0;0.0;;1.0;30.9;0
2012.0;Зима;Влажный субтропический муссонный;Дели;Индия;Смешанный;Вентиляция;;35.0;Мужской;-1.0;1.0;Холоднее;;Без изменений;5.0;1.32;18.3;;54.4;0.01;5.23;55.0;;0.0;0.0;;;15.5;0
2012.0;Осень;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;-1.0;0.0;Без изменений;;Больше;;0.68;24.5;;42.0;0.11;;60.0;;;0.0;0.0;;29.7;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Смешанный;Вентиляция;;55.0;Мужской;1.0;0.0;Теплее;;Без изменений;6.0;0.74;31.4;;74.1;0.17;160.0;65.0;;1.0;;;;30.9;0
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Вентиляция;;;35.0;Женский;3.0;0.0;Без изменений;;Больше;3.0;0.78;35.3;;37.9;0.4;162.6;68.0;;1.0;0.0;;;38.1;0
2012.0;Осень;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;0.0;1.0;Без изменений;;Без изменений;;0.62;28.4;;52.0;1.42;;56.0;;;0.0;0.0;;29.7;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Теплее;;Больше;6.0;0.7;23.4;;45.1;0.06;185.4;68.0;;0.0;;;1.0;30.8;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;55.0;Мужской;3.0;0.0;Холоднее;;Больше;4.0;0.79;34.1;;42.2;0.31;157.5;56.0;;1.0;;;;29.5;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Мужской;2.0;0.0;Холоднее;;Больше;;0.68;28.8;;40.0;0.01;;79.0;;;0.0;0.0;;21.6;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;25.0;Мужской;0.0;1.0;Без изменений;;Больше;5.0;0.74;25.4;;46.2;0.17;188.0;71.0;;;;;1.0;29.5;3
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Смешанный;Вентиляция;Механическое отопление;25.0;Женский;1.0;1.0;Теплее;;Больше;2.0;0.57;37.0;;39.6;1.23;152.4;50.0;;1.0;0.0;;0.0;30.9;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Вентиляция;;;35.0;Женский;0.0;1.0;Холоднее;;Больше;4.0;0.66;27.6;;63.0;0.19;161.3;70.0;;1.0;0.0;;0.0;30.8;0
2012.0;Зима;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Вентиляция;;55.0;Женский;-0.5;1.0;Теплее;;Без изменений;6.0;0.68;24.3;;43.9;0.03;157.5;55.0;;;;;;21.3;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Вентиляция;;;45.0;Мужской;2.0;0.0;Без изменений;;Без изменений;2.0;0.52;35.2;;49.9;0.53;162.6;65.0;;1.0;0.0;;;29.5;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Мужской;-1.0;1.0;Без изменений;;Без изменений;6.0;0.68;25.3;;64.8;0.13;167.6;67.0;;0.0;;;1.0;30.8;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Смешанный;Вентиляция;Механическое отопление;55.0;Женский;-1.0;0.0;Холоднее;;Больше;5.0;0.67;21.8;;82.9;0.0;147.3;58.0;;;;;0.0;18.5;0
2012.0;Зима;Жаркий полузасушливый;Ахмедабад;Индия;Вентиляция;;;45.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.77;23.7;;26.3;0.09;162.6;70.0;;0.0;0.0;;;21.3;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;35.0;Мужской;-2.0;1.0;Без изменений;;Без изменений;6.0;0.64;22.9;;47.4;0.11;167.6;70.0;;0.0;;;1.0;30.8;0
2012.0;Зима;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Вентиляция;;25.0;Мужской;0.0;1.0;Без изменений;;Без изменений;5.0;1.04;26.9;;53.0;0.05;167.6;64.0;;;0.0;;0.0;21.3;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;-1.0;1.0;Холоднее;;Больше;;0.64;28.3;;31.0;0.04;;68.0;;;0.0;1.0;;21.6;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Вентиляция;;;45.0;Мужской;0.0;1.0;Холоднее;;Больше;5.0;1.19;22.0;;80.6;0.04;5.74;53.0;;;1.0;;;18.5;0
2012.0;Зима;Влажный субтропический муссонный;Дели;Индия;Смешанный;Вентиляция;;35.0;Женский;0.0;1.0;Без изменений;;Больше;4.0;0.9;24.0;;39.8;0.05;162.6;48.0;;0.0;0.0;;0.0;15.5;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;25.0;Мужской;-1.0;1.0;Без изменений;;Без изменений;6.0;0.64;27.2;;48.5;0.11;188.0;95.0;;;0.0;;1.0;29.5;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;25.0;Женский;0.0;1.0;Без изменений;;Без изменений;6.0;0.66;23.7;;56.2;0.11;157.5;47.0;;;;;1.0;30.9;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Вентиляция;;25.0;Мужской;0.0;1.0;Без изменений;;Больше;6.0;0.64;25.1;;54.5;0.09;175.0;92.0;;;0.0;;;29.5;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Смешанный;Вентиляция;Механическое отопление;55.0;Мужской;-1.0;1.0;Без изменений;;Без изменений;6.0;0.69;22.6;;57.7;0.04;165.1;56.0;;;1.0;;;18.5;0
2012.0;Зима;Субтропическое высокогорье;Шимла;Индия;Смешанный;Кондиционирование;Механическое отопление;45.0;Мужской;0.0;1.0;Холоднее;;Больше;5.0;2.08;20.4;;27.8;0.02;157.5;60.0;;;0.0;;;8.5;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;25.0;Мужской;0.0;1.0;Без изменений;;Больше;4.0;0.74;25.6;;48.0;0.08;172.7;75.0;;;0.0;;1.0;29.5;3
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Без изменений;;Больше;5.0;0.81;23.1;;57.6;0.07;188.0;95.0;;;;;1.0;30.9;0
2012.0;Зима;Влажный субтропический муссонный;Дели;Индия;Смешанный;Вентиляция;;35.0;Женский;-0.5;1.0;Холоднее;;Без изменений;5.0;0.8;26.6;;33.4;0.08;157.5;57.0;;0.0;0.0;;0.0;15.5;0
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;0.0;0.0;Холоднее;;Без изменений;;0.7;26.8;;47.0;0.03;;71.0;;;0.0;0.0;;38.1;0
2012.0;Весна;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;0.0;1.0;Без изменений;;Без изменений;;0.6;28.1;;49.0;0.01;;58.0;;;0.0;1.0;;30.4;0
2012.0;Зима;Субтропическое высокогорье;Шимла;Индия;Вентиляция;;;55.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;1.69;20.0;;39.2;0.07;170.2;82.0;;;0.0;;;8.5;0
2012.0;Зима;Субтропическое высокогорье;Шимла;Индия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;1.44;19.4;;38.2;0.03;160.0;60.0;;;0.0;;;8.5;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;-2.0;1.0;Теплее;;Больше;;0.84;26.3;;49.0;0.25;;62.0;;;0.0;0.0;;30.8;0
2012.0;Осень;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Мужской;-1.0;1.0;Теплее;;Больше;;0.68;28.1;;46.0;0.04;;61.0;;;0.0;1.0;;25.7;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;45.0;Мужской;0.0;1.0;Без изменений;;Без изменений;4.0;0.61;33.7;;54.3;0.32;157.5;55.0;;1.0;1.0;;;29.5;0
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Без изменений;;Больше;6.0;0.7;25.8;;62.4;0.13;178.0;74.0;;1.0;;;1.0;38.1;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;25.0;Женский;0.0;1.0;Холоднее;;Больше;5.0;0.66;24.8;;54.1;0.07;160.0;58.0;;;;;1.0;30.9;0
2012.0;Зима;Жаркий полузасушливый;Ахмедабад;Индия;Вентиляция;;;25.0;Женский;-1.0;1.0;Без изменений;;Без изменений;4.0;1.12;23.5;;28.9;0.05;144.8;44.0;;0.0;0.0;;;21.3;0
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;-1.0;1.0;Без изменений;;Больше;;0.75;27.1;;49.0;0.32;;52.0;;;0.0;0.0;;38.1;0
2012.0;Весна;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;2.0;1.0;Холоднее;;Больше;;0.53;30.4;;34.0;0.15;;70.0;;;0.0;0.0;;31.5;0
2012.0;Весна;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;0.0;1.0;Холоднее;;Без изменений;;0.62;34.3;;31.0;0.77;;52.0;;;0.0;1.0;;31.5;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Вентиляция;;;Женский;0.0;1.0;Холоднее;;Без изменений;;0.84;28.2;;48.0;0.16;;65.0;;;0.0;0.0;;30.8;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Вентиляция;;;45.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.75;20.5;;82.3;0.02;165.1;62.0;;;0.0;;;18.5;0
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Теплее;;Без изменений;6.0;0.74;26.9;;65.3;0.04;167.0;60.0;;0.0;0.0;;1.0;38.1;0
2012.0;Зима;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Вентиляция;;45.0;Женский;-1.0;0.0;Теплее;;Без изменений;6.0;0.92;24.7;;26.6;0.09;160.0;80.0;;;0.0;;;21.3;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Вентиляция;;;25.0;Женский;0.5;1.0;Теплее;;Больше;5.0;0.92;23.1;;77.1;0.01;157.5;48.0;;;0.0;;;18.5;0
2012.0;Весна;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;3.0;0.0;Холоднее;;Больше;;0.68;26.3;;45.0;0.01;;65.0;;;0.0;0.0;;30.4;0
2012.0;Весна;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;-1.0;1.0;Холоднее;;Больше;;0.84;25.5;;47.0;0.07;;49.0;;;0.0;1.0;;30.4;0
2012.0;Зима;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.88;27.8;;46.3;0.22;172.0;65.0;;1.0;0.0;;1.0;29.9;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;45.0;Мужской;-2.0;1.0;Теплее;;Без изменений;5.0;0.7;25.3;;59.3;0.18;167.6;85.0;;;0.0;;1.0;29.5;0
2012.0;Зима;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Без изменений;;Без изменений;5.0;0.71;26.3;;49.7;0.12;170.2;63.0;;0.0;0.0;;1.0;29.9;0
2012.0;Зима;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Без изменений;;Больше;6.0;0.75;24.5;;54.3;0.08;180.3;72.0;;0.0;;;1.0;29.9;0
2012.0;Зима;Субтропическое высокогорье;Шимла;Индия;Смешанный;Кондиционирование;Механическое отопление;25.0;Женский;-1.0;0.0;Холоднее;;Без изменений;4.0;1.48;22.8;;31.2;0.04;134.6;43.0;;;0.0;;;8.5;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;35.0;Женский;-0.5;1.0;Без изменений;;Без изменений;3.0;1.05;24.0;;59.4;0.1;163.0;82.0;;;0.0;;1.0;29.5;1
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Вентиляция;;;55.0;Женский;1.0;1.0;Без изменений;;Без изменений;6.0;0.87;26.1;;70.1;0.02;152.4;64.0;;0.0;0.0;;;30.8;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.64;25.3;;53.5;0.01;167.6;70.0;;;0.0;;;18.5;0
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;-1.0;1.0;Теплее;;Меньше;;0.72;27.5;;55.0;0.07;;65.0;;;0.0;0.0;;38.1;0
2012.0;Зима;Влажный субтропический муссонный;Дели;Индия;Смешанный;Вентиляция;;55.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;1.59;17.6;;54.8;0.03;177.8;78.0;;0.0;0.0;;;15.5;0
2012.0;Зима;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;45.0;Женский;2.0;0.0;Без изменений;;Больше;6.0;0.64;25.9;;51.6;0.21;157.5;56.0;;1.0;;;1.0;29.9;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Вентиляция;;35.0;Мужской;0.5;1.0;Без изменений;;Без изменений;5.0;0.7;25.0;;54.9;0.06;170.2;65.0;;;0.0;;0.0;29.5;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;25.0;Женский;0.0;1.0;Без изменений;;Без изменений;6.0;0.6;23.9;;55.1;0.11;160.0;59.0;;;;;1.0;30.9;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Вентиляция;;;45.0;Женский;0.0;1.0;Без изменений;;Без изменений;6.0;0.68;25.7;;71.8;0.03;167.0;64.0;;0.0;0.0;;;30.8;0
2012.0;Весна;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;-3.0;1.0;Теплее;;Меньше;;0.73;26.6;;50.0;0.47;;65.0;;;0.0;0.0;;30.4;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;45.0;Мужской;0.0;1.0;Без изменений;;Больше;4.0;0.7;25.8;;54.7;0.12;175.3;90.0;;;0.0;;1.0;29.5;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Женский;0.0;1.0;Без изменений;;Без изменений;;0.75;27.7;;48.0;0.07;;54.0;;;0.0;1.0;;21.6;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;45.0;Мужской;0.5;1.0;Холоднее;;Больше;5.0;0.61;29.4;;75.5;0.39;160.0;73.0;;1.0;1.0;;0.0;29.5;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Смешанный;Вентиляция;Механическое отопление;25.0;Мужской;-1.0;1.0;Без изменений;;Без изменений;6.0;0.67;21.8;;80.1;0.02;180.3;67.0;;;1.0;;;18.5;0
2012.0;Весна;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;-1.0;1.0;Холоднее;;Меньше;;0.72;27.0;;52.0;0.23;;54.0;;;0.0;0.0;;30.4;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;35.0;Женский;-0.5;1.0;Без изменений;;Больше;4.0;0.59;24.6;;57.2;0.09;157.5;65.0;;;0.0;;1.0;29.5;0
2012.0;Зима;Влажный субтропический муссонный;Дели;Индия;Смешанный;Кондиционирование;Механическое отопление;25.0;Мужской;-1.0;0.0;Холоднее;;Без изменений;3.0;1.45;17.5;;53.0;0.07;182.9;85.0;;0.0;0.0;;;15.5;2
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Вентиляция;;;25.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.7;35.9;;45.6;0.54;165.1;56.0;;1.0;1.0;;;29.5;0
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;3.0;0.0;Без изменений;;Больше;;0.84;25.8;;41.0;0.19;;42.0;;;0.0;0.0;;38.1;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Вентиляция;;;55.0;Мужской;0.0;1.0;Без изменений;;Больше;6.0;0.7;22.2;;81.3;0.01;165.1;85.0;;;0.0;;0.0;18.5;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Смешанный;Вентиляция;;55.0;Мужской;3.0;0.0;Теплее;;Больше;2.0;0.7;35.8;;44.8;0.32;160.0;70.0;;1.0;;;;30.9;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Смешанный;Вентиляция;;55.0;Женский;0.0;1.0;Без изменений;;Без изменений;6.0;0.63;32.2;;72.6;0.24;157.5;65.0;;1.0;1.0;;0.0;30.9;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;35.0;Мужской;-0.5;1.0;Без изменений;;Больше;5.0;0.75;23.2;;57.1;0.08;160.0;67.0;;;;;1.0;30.9;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Без изменений;;Без изменений;5.0;0.78;24.9;;65.9;0.2;168.0;55.0;;1.0;;;1.0;30.8;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;55.0;Мужской;2.0;0.0;Без изменений;;Больше;2.0;0.67;34.4;;44.5;0.22;167.0;68.0;;1.0;;;;29.5;1
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Кондиционирование;;;25.0;Мужской;-2.0;0.0;Холоднее;;Без изменений;5.0;0.7;24.9;;67.7;0.23;170.2;55.0;;1.0;;;1.0;30.8;0
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Вентиляция;;;55.0;Мужской;2.0;0.0;Теплее;;Меньше;2.0;0.49;34.3;;49.4;0.65;175.3;70.0;;1.0;;;0.0;38.1;0
